id	name	pretty_name	so_terms	rna_type	description	seed_count	full_count	clan_id	length
RF00778	MIR473	microRNA MIR473	SO:0001244	Gene; miRNA;	NULL	6	27	NULL	95
RF00779	MIR474	microRNA MIR474	SO:0001244	Gene; miRNA;	NULL	11	17	NULL	107
RF00780	MIR477	microRNA MIR477	SO:0001244	Gene; miRNA;	NULL	3	9	NULL	99
RF00781	mir-505	microRNA mir-505	SO:0001244	Gene; miRNA;	NULL	5	35	NULL	84
RF00782	MIR480	microRNA MIR480	SO:0001244	Gene; miRNA;	NULL	69	591	NULL	140
RF00783	mir-484	microRNA mir-484	SO:0001244	Gene; miRNA;	NULL	15	32	NULL	67
RF00784	mir-486	microRNA mir-486	SO:0001244	Gene; miRNA;	NULL	12	31	NULL	68
RF00785	mir-90	microRNA mir-90	SO:0001244	Gene; miRNA;	NULL	5	6	NULL	97
RF00786	mir-289	microRNA mir-289	SO:0001244	Gene; miRNA;	NULL	3	11	NULL	100
RF00787	mir-288	microRNA mir-288	SO:0001244	Gene; miRNA;	NULL	7	10	NULL	97
RF00788	mir-287	microRNA mir-287	SO:0001244	Gene; miRNA;	NULL	9	11	NULL	93
RF00789	mir-286	microRNA mir-286	SO:0001244	Gene; miRNA;	NULL	14	307	NULL	100
RF00790	mir-358	microRNA mir-358	SO:0001244	Gene; miRNA;	NULL	3	3	NULL	111
RF00791	mir-357	microRNA mir-357	SO:0001244	Gene; miRNA;	NULL	5	6	NULL	112
RF00792	mir-490	microRNA mir-490	SO:0001244	Gene; miRNA;	NULL	19	88	NULL	128
RF00793	mir-497	microRNA mir-497	SO:0001244	Gene; miRNA;	NULL	8	35	NULL	112
RF00794	mir-42	microRNA mir-42	SO:0001244	Gene; miRNA;	NULL	5	6	CL00088	98
RF00795	mir-43	microRNA mir-43	SO:0001244	Gene; miRNA;	NULL	4	6	NULL	105
RF00796	mir-48	microRNA mir-48	SO:0001244	Gene; miRNA;	NULL	4	5	NULL	113
RF00797	mir-355	microRNA mir-355	SO:0001244	Gene; miRNA;	NULL	4	6	NULL	119
RF00798	mir-49	microRNA mir-49	SO:0001244	Gene; miRNA;	NULL	4	5	NULL	97
RF00799	mir-354	microRNA mir-354	SO:0001244	Gene; miRNA;	NULL	4	6	NULL	111
RF00800	mir-353	microRNA mir-353	SO:0001244	Gene; miRNA;	NULL	4	6	NULL	115
RF00801	mir-280	microRNA mir-280	SO:0001244	Gene; miRNA;	NULL	8	10	NULL	95
RF00802	mir-207	microRNA mir-207	SO:0001244	Gene; miRNA;	NULL	6	28	NULL	79
RF00803	mir-425	microRNA mir-425	SO:0001244	Gene; miRNA;	NULL	5	62	NULL	85
RF00804	mir-240	microRNA mir-240	SO:0001244	Gene; miRNA;	NULL	3	12	NULL	113
RF00805	mir-351	microRNA mir-351	SO:0001244	Gene; miRNA;	NULL	2	2	NULL	99
RF00806	mir-350	microRNA mir-350	SO:0001244	Gene; miRNA;	NULL	11	33	NULL	99
RF00807	mir-314	microRNA mir-314	SO:0001244	Gene; miRNA;	NULL	6	12	NULL	90
RF00808	mir-86	microRNA mir-86	SO:0001244	Gene; miRNA;	NULL	5	32	NULL	98
RF00809	mir-241	microRNA mir-241	SO:0001244	Gene; miRNA;	NULL	4	6	NULL	96
RF00810	mir-85	microRNA mir-85	SO:0001244	Gene; miRNA;	NULL	5	6	NULL	106
RF00811	mir-84	microRNA mir-84	SO:0001244	Gene; miRNA;	NULL	4	4	NULL	113
RF00812	mir-83	microRNA mir-83	SO:0001244	Gene; miRNA;	NULL	4	7	NULL	109
RF00813	mir-11	microRNA mir-11	SO:0001244	Gene; miRNA;	NULL	15	40	CL00083	75
RF00814	mir-316	microRNA mir-316	SO:0001244	Gene; miRNA;	NULL	4	11	NULL	89
RF00815	mir-244	microRNA mir-244	SO:0001244	Gene; miRNA;	NULL	4	5	NULL	103
RF00816	mir-245	microRNA mir-245	SO:0001244	Gene; miRNA;	NULL	3	7	NULL	97
RF00817	mir-80	microRNA mir-80	SO:0001244	Gene; miRNA;	NULL	4	5	NULL	101
RF00818	mir-318	microRNA mir-318	SO:0001244	Gene; miRNA;	NULL	5	13	CL00084	68
RF00819	mir-246	microRNA mir-246	SO:0001244	Gene; miRNA;	NULL	4	6	NULL	110
RF00820	mir-248	microRNA mir-248	SO:0001244	Gene; miRNA;	NULL	4	5	NULL	105
RF00821	mir-249	microRNA mir-249	SO:0001244	Gene; miRNA;	NULL	4	4	NULL	112
RF00822	mir-274	microRNA mir-274	SO:0001244	Gene; miRNA;	NULL	7	10	NULL	100
RF00823	lsy-6	microRNA lsy-6	SO:0001244	Gene; miRNA;	NULL	4	5	NULL	74
RF00824	mir-50	microRNA mir-50	SO:0001244	Gene; miRNA;	NULL	5	38	CL00089	101
RF00825	mir-344	microRNA mir-344	SO:0001244	Gene; miRNA;	NULL	35	99	NULL	95
RF00826	mir-55	microRNA mir-55	SO:0001244	Gene; miRNA;	NULL	5	4	NULL	97
RF00827	mir-77	microRNA mir-77	SO:0001244	Gene; miRNA;	NULL	5	9	NULL	97
RF00828	mir-75	microRNA mir-75	SO:0001244	Gene; miRNA;	NULL	4	16	NULL	100
RF00829	mir-149	microRNA mir-149	SO:0001244	Gene; miRNA;	NULL	3	33	NULL	89
RF00830	mir-74	microRNA mir-74	SO:0001244	Gene; miRNA;	NULL	4	12	CL00090	96
RF00831	mir-73	microRNA mir-73	SO:0001244	Gene; miRNA;	NULL	7	8	CL00090	100
RF00832	mir-71	microRNA mir-71	SO:0001244	Gene; miRNA;	NULL	12	94	NULL	59
RF00833	mir-70	microRNA mir-70	SO:0001244	Gene; miRNA;	NULL	4	4	NULL	120
RF00834	mir-268	microRNA mir-268	SO:0001244	Gene; miRNA;	NULL	4	6	NULL	95
RF00835	mir-58	microRNA mir-58	SO:0001244	Gene; miRNA;	NULL	4	7	NULL	97
RF00836	mir-250	microRNA mir-250	SO:0001244	Gene; miRNA;	NULL	4	6	NULL	81
RF00837	mir-251	microRNA mir-251	SO:0001244	Gene; miRNA;	NULL	4	5	NULL	98
RF00838	mir-252	microRNA mir-252	SO:0001244	Gene; miRNA;	NULL	10	93	NULL	111
RF00839	mir-452	microRNA mir-452	SO:0001244	Gene; miRNA;	NULL	4	33	NULL	85
RF00840	mir-374	microRNA mir-374	SO:0001244	Gene; miRNA;	NULL	13	59	NULL	71
RF00841	mir-384	microRNA mir-384	SO:0001244	Gene; miRNA;	NULL	16	79	NULL	88
RF00842	MIR403	microRNA MIR403	SO:0001244	Gene; miRNA;	NULL	13	37	NULL	115
RF00843	mir-228	microRNA mir-228	SO:0001244	Gene; miRNA;	NULL	4	12	CL00093	97
RF00844	mir-67	microRNA mir-67	SO:0001244	Gene; miRNA;	NULL	14	57	NULL	68
RF00845	MIR158	microRNA MIR158	SO:0001244	Gene; miRNA;	NULL	2	94	NULL	100
RF00846	mir-64	microRNA mir-64	SO:0001244	Gene; miRNA;	NULL	4	27	NULL	110
RF00847	mir-62	microRNA mir-62	SO:0001244	Gene; miRNA;	NULL	4	5	NULL	60
RF00848	mir-61	microRNA mir-61	SO:0001244	Gene; miRNA;	NULL	4	12	NULL	87
RF00849	mir-60	microRNA mir-60	SO:0001244	Gene; miRNA;	NULL	4	6	NULL	72
RF00850	mir-259	microRNA mir-259	SO:0001244	Gene; miRNA;	NULL	4	5	NULL	103
RF00851	mir-230	microRNA mir-230	SO:0001244	Gene; miRNA;	NULL	2	5	NULL	98
RF00852	mir-231	microRNA mir-231	SO:0001244	Gene; miRNA;	NULL	4	5	NULL	83
RF00853	mir-304	microRNA mir-304	SO:0001244	Gene; miRNA;	NULL	5	9	NULL	88
RF00854	mir-5	microRNA mir-5	SO:0001244	Gene; miRNA;	NULL	6	13	NULL	72
RF00855	mir-254	microRNA mir-254	SO:0001244	Gene; miRNA;	NULL	4	5	NULL	110
RF00856	mir-232	microRNA mir-232	SO:0001244	Gene; miRNA;	NULL	3	8	NULL	98
RF00857	mir-233	microRNA mir-233	SO:0001244	Gene; miRNA;	NULL	4	231	NULL	99
RF00858	mir-306	microRNA mir-306	SO:0001244	Gene; miRNA;	NULL	7	11	NULL	83
RF00859	mir-234	microRNA mir-234	SO:0001244	Gene; miRNA;	NULL	4	6	CL00092	102
RF00861	mir-488	microRNA mir-488	SO:0001244	Gene; miRNA;	NULL	5	34	NULL	83
RF00862	mir-491	microRNA mir-491	SO:0001244	Gene; miRNA;	NULL	5	33	NULL	84
RF00863	mir-BART17	microRNA mir-BART17	SO:0001244	Gene; miRNA;	NULL	2	3	NULL	104
RF00864	mir-BART20	microRNA mir-BART20	SO:0001244	Gene; miRNA;	NULL	2	3	NULL	81
RF00865	MIR169_5	microRNA MIR169_5	SO:0001244	Gene; miRNA;	NULL	6	574	CL00098	129
RF00866	mir-BART3	microRNA mir-BART3	SO:0001244	Gene; miRNA;	NULL	2	4	CL00097	76
RF00867	mir-BART5	microRNA mir-BART5	SO:0001244	Gene; miRNA;	NULL	2	3	NULL	89
RF00868	mir-BART15	microRNA mir-BART15	SO:0001244	Gene; miRNA;	NULL	2	4	NULL	79
RF00869	mir-BART7	microRNA mir-BART7	SO:0001244	Gene; miRNA;	NULL	2	3	NULL	86
RF00870	mir-423	microRNA mir-423	SO:0001244	Gene; miRNA;	NULL	4	37	NULL	81
RF00872	mir-652	microRNA mir-652	SO:0001244	Gene; miRNA;	NULL	13	47	NULL	97
RF00873	mir-550	microRNA mir-550	SO:0001244	Gene; miRNA;	NULL	3	19	NULL	97
RF00874	mir-BART12	microRNA mir-BART12	SO:0001244	Gene; miRNA;	NULL	2	3	NULL	96
RF00875	mir-692	microRNA mir-692	SO:0001244	Gene; miRNA;	NULL	11	1523	NULL	83
RF00876	mir-684	microRNA mir-684	SO:0001244	Gene; miRNA;	NULL	28	1076	NULL	88
RF00877	mir-592	microRNA mir-592	SO:0001244	Gene; miRNA;	NULL	5	35	NULL	88
RF00878	mir-456	microRNA mir-456	SO:0001244	Gene; miRNA;	NULL	5	64	NULL	104
RF00879	mir-615	microRNA mir-615	SO:0001244	Gene; miRNA;	NULL	6	28	NULL	96
RF00882	MIR811	microRNA MIR811	SO:0001244	Gene; miRNA;	NULL	5	1922	NULL	190
RF00883	MIR820	microRNA MIR820	SO:0001244	Gene; miRNA;	NULL	2	40	NULL	181
RF00884	MIR815	microRNA MIR815	SO:0001244	Gene; miRNA;	NULL	3	10	NULL	81
RF00885	MIR821	microRNA MIR821	SO:0001244	Gene; miRNA;	NULL	5	4249	NULL	275
RF00886	MIR807	microRNA MIR807	SO:0001244	Gene; miRNA;	NULL	30	603	NULL	176
RF00887	mir-802	microRNA mir-802	SO:0001244	Gene; miRNA;	NULL	13	60	NULL	94
RF00888	mir-770	microRNA mir-770	SO:0001244	Gene; miRNA;	NULL	4	35	NULL	99
RF00890	mir-668	microRNA mir-668	SO:0001244	Gene; miRNA;	NULL	6	32	NULL	61
RF00891	mir-671	microRNA mir-671	SO:0001244	Gene; miRNA;	NULL	3	41	NULL	75
RF00892	mir-551	microRNA mir-551	SO:0001244	Gene; miRNA;	NULL	20	139	NULL	86
RF00893	MIR854	microRNA MIR854	SO:0001244	Gene; miRNA;	NULL	3	167	NULL	221
RF00894	mir-790	microRNA mir-790	SO:0001244	Gene; miRNA;	NULL	2	7	NULL	71
RF00895	mir-786	microRNA mir-786	SO:0001244	Gene; miRNA;	NULL	2	4	NULL	91
RF00896	mir-787	microRNA mir-787	SO:0001244	Gene; miRNA;	NULL	2	5	NULL	92
RF00897	mir-675	microRNA mir-675	SO:0001244	Gene; miRNA;	NULL	11	25	NULL	73
RF00898	mir-242	microRNA mir-242	SO:0001244	Gene; miRNA;	NULL	2	23	NULL	71
RF00899	mir-235	microRNA mir-235	SO:0001244	Gene; miRNA;	NULL	2	6	NULL	76
RF00900	mir-255	microRNA mir-255	SO:0001244	Gene; miRNA;	NULL	2	6	NULL	105
RF00901	MIR845_1	microRNA MIR845_1	SO:0001244	Gene; miRNA;	NULL	2	4	NULL	91
RF00902	mir-791	microRNA mir-791	SO:0001244	Gene; miRNA;	NULL	3	4	NULL	86
RF00903	mir-359	microRNA mir-359	SO:0001244	Gene; miRNA;	NULL	2	4	NULL	92
RF00904	mir-392	microRNA mir-392	SO:0001244	Gene; miRNA;	NULL	3	3	NULL	71
RF00905	mir-789	microRNA mir-789	SO:0001244	Gene; miRNA;	NULL	2	2	NULL	97
RF00906	MIR1122	microRNA MIR1122	SO:0001244	Gene; miRNA;	NULL	12	100421	NULL	135
RF00907	mir-941	microRNA mir-941	SO:0001244	Gene; miRNA;	NULL	2	6	NULL	89
RF00908	MIR529	microRNA MIR529	SO:0001244	Gene; miRNA;	NULL	3	28	NULL	131
RF00909	mir-883	microRNA mir-883	SO:0001244	Gene; miRNA;	NULL	3	6	NULL	77
RF00910	mir-873	microRNA mir-873	SO:0001244	Gene; miRNA;	NULL	3	36	NULL	77
RF00911	mir-672	microRNA mir-672	SO:0001244	Gene; miRNA;	NULL	7	34	NULL	100
RF00912	mir-877	microRNA mir-877	SO:0001244	Gene; miRNA;	NULL	13	30	NULL	86
RF00914	mir-674	microRNA mir-674	SO:0001244	Gene; miRNA;	NULL	2	3	NULL	100
RF00915	mir-760	microRNA mir-760	SO:0001244	Gene; miRNA;	NULL	7	24	NULL	80
RF00917	mir-708	microRNA mir-708	SO:0001244	Gene; miRNA;	NULL	21	70	CL00086	88
RF00918	mir-872	microRNA mir-872	SO:0001244	Gene; miRNA;	NULL	6	35	NULL	81
RF00919	mir-874	microRNA mir-874	SO:0001244	Gene; miRNA;	NULL	4	35	NULL	78
RF00920	MIR444	microRNA MIR444	SO:0001244	Gene; miRNA;	NULL	4	0	NULL	151
RF00921	mir-665	microRNA mir-665	SO:0001244	Gene; miRNA;	NULL	6	30	NULL	91
RF00922	mir-673	microRNA mir-673	SO:0001244	Gene; miRNA;	NULL	2	4	NULL	76
RF00925	MIR1027	microRNA MIR1027	SO:0001244	Gene; miRNA;	NULL	2	3	NULL	142
RF00926	MIR1151	microRNA MIR1151	SO:0001244	Gene; miRNA;	NULL	2	2	NULL	145
RF00927	mir-582	microRNA mir-582	SO:0001244	Gene; miRNA;	NULL	7	34	NULL	98
RF00928	mir-590	microRNA mir-590	SO:0001244	Gene; miRNA;	NULL	10	35	NULL	97
RF00929	mir-574	microRNA mir-574	SO:0001244	Gene; miRNA;	NULL	3	19	NULL	77
RF00931	mir-879	microRNA mir-879	SO:0001244	Gene; miRNA;	NULL	2	3	NULL	76
RF00932	mir-471	microRNA mir-471	SO:0001244	Gene; miRNA;	NULL	2	2	NULL	78
RF00933	mir-875	microRNA mir-875	SO:0001244	Gene; miRNA;	NULL	9	76	NULL	77
RF00934	mir-463	microRNA mir-463	SO:0001244	Gene; miRNA;	NULL	2	2	NULL	81
RF00935	mir-876	microRNA mir-876	SO:0001244	Gene; miRNA;	NULL	3	35	NULL	81
RF00936	mir-744	microRNA mir-744	SO:0001244	Gene; miRNA;	NULL	5	34	NULL	100
RF00937	mir-653	microRNA mir-653	SO:0001244	Gene; miRNA;	NULL	12	29	NULL	98
RF00939	mir-504	microRNA mir-504	SO:0001244	Gene; miRNA;	NULL	6	34	NULL	83
RF00940	mir-327	microRNA mir-327	SO:0001244	Gene; miRNA;	NULL	2	9	NULL	62
RF00941	mir-434	microRNA mir-434	SO:0001244	Gene; miRNA;	NULL	2	3	NULL	94
RF00942	mir-1224	microRNA mir-1224	SO:0001244	Gene; miRNA;	NULL	11	33	NULL	86
RF00943	MIR824	microRNA MIR824	SO:0001244	Gene; miRNA;	NULL	12	18	NULL	654
RF00945	mir-1226	microRNA mir-1226	SO:0001244	Gene; miRNA;	NULL	2	11	NULL	76
RF00946	mir-1225	microRNA mir-1225	SO:0001244	Gene; miRNA;	NULL	7	34	NULL	94
RF00947	mir-929	microRNA mir-929	SO:0001244	Gene; miRNA;	NULL	15	48	NULL	96
RF00948	mir-996	microRNA mir-996	SO:0001244	Gene; miRNA;	NULL	5	18	CL00095	97
RF00949	mir-983	microRNA mir-983	SO:0001244	Gene; miRNA;	NULL	3	4	NULL	99
RF00950	mir-927	microRNA mir-927	SO:0001244	Gene; miRNA;	NULL	14	43	NULL	78
RF00951	mir-1302	microRNA mir-1302	SO:0001244	Gene; miRNA;	NULL	24	3806	NULL	52
RF00952	mir-650	microRNA mir-650	SO:0001244	Gene; miRNA;	NULL	11	675	NULL	95
RF00953	mir-1497	microRNA mir-1497	SO:0001244	Gene; miRNA;	NULL	2	4	NULL	74
RF00954	MIR1446	microRNA MIR1446	SO:0001244	Gene; miRNA;	NULL	7	9	NULL	105
RF00955	mir-1829	microRNA mir-1829	SO:0001244	Gene; miRNA;	NULL	3	6	NULL	60
RF00956	MIR1444	microRNA MIR1444	SO:0001244	Gene; miRNA;	NULL	3	3	NULL	85
RF00957	mir-663	microRNA mir-663	SO:0001244	Gene; miRNA;	NULL	12	154	NULL	93
RF00958	mir-498	microRNA mir-498	SO:0001244	Gene; miRNA;	NULL	5	11	NULL	124
RF00959	mir-612	microRNA mir-612	SO:0001244	Gene; miRNA;	NULL	6	15	NULL	101
RF00960	mir-661	microRNA mir-661	SO:0001244	Gene; miRNA;	NULL	4	11	NULL	98
RF00961	mir-581	microRNA mir-581	SO:0001244	Gene; miRNA;	NULL	2	10	NULL	96
RF00962	mir-586	microRNA mir-586	SO:0001244	Gene; miRNA;	NULL	2	10	NULL	99
RF00963	mir-642	microRNA mir-642	SO:0001244	Gene; miRNA;	NULL	2	7	NULL	97
RF00964	mir-938	microRNA mir-938	SO:0001244	Gene; miRNA;	NULL	2	10	NULL	83
RF00965	mir-549	microRNA mir-549	SO:0001244	Gene; miRNA;	NULL	2	9	NULL	96
RF00966	mir-676	microRNA mir-676	SO:0001244	Gene; miRNA;	NULL	6	36	NULL	89
RF00967	mir-281	microRNA mir-281	SO:0001244	Gene; miRNA;	NULL	2	4	NULL	83
RF00968	mir-626	microRNA mir-626	SO:0001244	Gene; miRNA;	NULL	6	22	NULL	96
RF00969	mir-556	microRNA mir-556	SO:0001244	Gene; miRNA;	NULL	2	10	NULL	95
RF00970	mir-648	microRNA mir-648	SO:0001244	Gene; miRNA;	NULL	2	10	NULL	94
RF00971	mir-578	microRNA mir-578	SO:0001244	Gene; miRNA;	NULL	3	9	NULL	96
RF00972	mir-651	microRNA mir-651	SO:0001244	Gene; miRNA;	NULL	4	15	NULL	97
RF00973	mir-597	microRNA mir-597	SO:0001244	Gene; miRNA;	NULL	4	16	NULL	97
RF00974	mir-607	microRNA mir-607	SO:0001244	Gene; miRNA;	NULL	3	8	NULL	96
RF00975	MIR845_2	microRNA MIR845_2	SO:0001244	Gene; miRNA;	NULL	2	86	NULL	131
RF00976	mir-583	microRNA mir-583	SO:0001244	Gene; miRNA;	NULL	3	10	NULL	75
RF00977	mir-600	microRNA mir-600	SO:0001244	Gene; miRNA;	NULL	3	10	NULL	81
RF00978	mir-638	microRNA mir-638	SO:0001244	Gene; miRNA;	NULL	6	20	NULL	100
RF00979	mir-553	microRNA mir-553	SO:0001244	Gene; miRNA;	NULL	3	9	NULL	68
RF00980	mir-643	microRNA mir-643	SO:0001244	Gene; miRNA;	NULL	2	14	NULL	97
RF00981	mir-939	microRNA mir-939	SO:0001244	Gene; miRNA;	NULL	3	11	NULL	82
RF00983	mir-662	microRNA mir-662	SO:0001244	Gene; miRNA;	NULL	14	29	NULL	95
RF00984	mir-576	microRNA mir-576	SO:0001244	Gene; miRNA;	NULL	2	10	NULL	98
RF00985	mir-640	microRNA mir-640	SO:0001244	Gene; miRNA;	NULL	3	10	NULL	96
RF00986	mir-920	microRNA mir-920	SO:0001244	Gene; miRNA;	NULL	4	23	NULL	75
RF00987	mir-589	microRNA mir-589	SO:0001244	Gene; miRNA;	NULL	2	9	NULL	99
RF00988	mir-657	microRNA mir-657	SO:0001244	Gene; miRNA;	NULL	2	9	NULL	98
RF00989	mir-492	microRNA mir-492	SO:0001244	Gene; miRNA;	NULL	14	87	NULL	116
RF00990	mir-552	microRNA mir-552	SO:0001244	Gene; miRNA;	NULL	2	12	NULL	96
RF00991	mir-599	microRNA mir-599	SO:0001244	Gene; miRNA;	NULL	11	81	NULL	95
RF00992	mir-593	microRNA mir-593	SO:0001244	Gene; miRNA;	NULL	2	9	NULL	100
RF00993	mir-1473	microRNA mir-1473	SO:0001244	Gene; miRNA;	NULL	2	4	NULL	84
RF00994	mir-1255	microRNA mir-1255	SO:0001244	Gene; miRNA;	NULL	10	15732	NULL	66
RF00995	mir-616	microRNA mir-616	SO:0001244	Gene; miRNA;	NULL	3	12	NULL	97
RF00996	mir-631	microRNA mir-631	SO:0001244	Gene; miRNA;	NULL	7	29	NULL	75
RF00997	mir-942	microRNA mir-942	SO:0001244	Gene; miRNA;	NULL	2	10	NULL	86
RF00998	mir-562	microRNA mir-562	SO:0001244	Gene; miRNA;	NULL	14	3114	NULL	95
RF00999	mir-924	microRNA mir-924	SO:0001244	Gene; miRNA;	NULL	4	14	NULL	53
RF01000	mir-580	microRNA mir-580	SO:0001244	Gene; miRNA;	NULL	2	9	NULL	97
RF01001	mir-609	microRNA mir-609	SO:0001244	Gene; miRNA;	NULL	2	9	NULL	95
RF01002	mir-936	microRNA mir-936	SO:0001244	Gene; miRNA;	NULL	4	19	NULL	98
RF01003	mir-563	microRNA mir-563	SO:0001244	Gene; miRNA;	NULL	7	24	NULL	79
RF01004	mir-557	microRNA mir-557	SO:0001244	Gene; miRNA;	NULL	2	13	NULL	71
RF01005	MIR530	microRNA MIR530	SO:0001244	Gene; miRNA;	NULL	3	20	NULL	172
RF01006	mir-601	microRNA mir-601	SO:0001244	Gene; miRNA;	NULL	3	10	NULL	79
RF01007	mir-624	microRNA mir-624	SO:0001244	Gene; miRNA;	NULL	2	10	NULL	98
RF01008	mir-636	microRNA mir-636	SO:0001244	Gene; miRNA;	NULL	5	11	NULL	99
RF01009	mir-M7	microRNA mir-M7	SO:0001244	Gene; miRNA;	NULL	2	8	NULL	77
RF01010	mir-632	microRNA mir-632	SO:0001244	Gene; miRNA;	NULL	16	36	NULL	94
RF01011	mir-605	microRNA mir-605	SO:0001244	Gene; miRNA;	NULL	2	8	NULL	84
RF01012	mir-628	microRNA mir-628	SO:0001244	Gene; miRNA;	NULL	9	31	NULL	95
RF01013	mir-577	microRNA mir-577	SO:0001244	Gene; miRNA;	NULL	2	10	NULL	96
RF01014	mir-1306	microRNA mir-1306	SO:0001244	Gene; miRNA;	NULL	8	105	NULL	74
RF01015	mir-885	microRNA mir-885	SO:0001244	Gene; miRNA;	NULL	3	33	NULL	74
RF01016	mir-584	microRNA mir-584	SO:0001244	Gene; miRNA;	NULL	16	315	NULL	97
RF01018	mir-569	microRNA mir-569	SO:0001244	Gene; miRNA;	NULL	13	32	NULL	96
RF01019	mir-922	microRNA mir-922	SO:0001244	Gene; miRNA;	NULL	12	26	NULL	81
RF01020	mir-572	microRNA mir-572	SO:0001244	Gene; miRNA;	NULL	4	13	NULL	56
RF01021	mir-558	microRNA mir-558	SO:0001244	Gene; miRNA;	NULL	3	9	NULL	94
RF01022	mir-611	microRNA mir-611	SO:0001244	Gene; miRNA;	NULL	8	22	NULL	67
RF01023	mir-940	microRNA mir-940	SO:0001244	Gene; miRNA;	NULL	8	28	NULL	94
RF01024	mir-944	microRNA mir-944	SO:0001244	Gene; miRNA;	NULL	2	9	NULL	88
RF01025	mir-934	microRNA mir-934	SO:0001244	Gene; miRNA;	NULL	2	10	NULL	83
RF01026	MIR828	microRNA MIR828	SO:0001244	Gene; miRNA;	NULL	4	51	NULL	107
RF01027	mir-765	microRNA mir-765	SO:0001244	Gene; miRNA;	NULL	2	10	NULL	114
RF01028	mir-633	microRNA mir-633	SO:0001244	Gene; miRNA;	NULL	3	10	NULL	98
RF01029	mir-649	microRNA mir-649	SO:0001244	Gene; miRNA;	NULL	5	14	NULL	97
RF01030	mir-422	microRNA mir-422	SO:0001244	Gene; miRNA;	NULL	3	10	NULL	90
RF01031	mir-639	microRNA mir-639	SO:0001244	Gene; miRNA;	NULL	6	28	NULL	98
RF01032	mir-554	microRNA mir-554	SO:0001244	Gene; miRNA;	NULL	4	20	NULL	96
RF01033	mir-767	microRNA mir-767	SO:0001244	Gene; miRNA;	NULL	14	34	NULL	110
RF01034	mir-618	microRNA mir-618	SO:0001244	Gene; miRNA;	NULL	5	10	NULL	101
RF01035	mir-887	microRNA mir-887	SO:0001244	Gene; miRNA;	NULL	3	11	NULL	79
RF01036	mir-567	microRNA mir-567	SO:0001244	Gene; miRNA;	NULL	9	19	NULL	95
RF01037	mir-644	microRNA mir-644	SO:0001244	Gene; miRNA;	NULL	3	9	NULL	94
RF01038	mir-1307	microRNA mir-1307	SO:0001244	Gene; miRNA;	NULL	7	29	NULL	100
RF01039	mir-937	microRNA mir-937	SO:0001244	Gene; miRNA;	NULL	9	27	NULL	86
RF01040	mir-573	microRNA mir-573	SO:0001244	Gene; miRNA;	NULL	2	10	NULL	99
RF01041	mir-604	microRNA mir-604	SO:0001244	Gene; miRNA;	NULL	2	14	NULL	94
RF01042	mir-891	microRNA mir-891	SO:0001244	Gene; miRNA;	NULL	7	54	NULL	79
RF01043	MIR1023	microRNA MIR1023	SO:0001244	Gene; miRNA;	NULL	4	4	NULL	165
RF01044	mir-345	microRNA mir-345	SO:0001244	Gene; miRNA;	NULL	10	33	NULL	96
RF01045	mir-544	microRNA mir-544	SO:0001244	Gene; miRNA;	NULL	24	2993	NULL	91
RF01046	WLE3	Wingless localisation element 3 (WLE3)	SO:0005836	Cis-reg;	NULL	10	8	NULL	44
RF01047	HBV_epsilon	HBV RNA encapsidation signal epsilon	SO:0005836	Cis-reg;	The HBV RNA encapsidation signal epsilon (HBV_epsilon) is an element essential for HBV virus replication.	32	4	CL00104	61
RF01050	Sacc_telomerase	Saccharomyces telomerase	SO:0000390	Gene;	NULL	13	9	CL00004	1208
RF01051	c-di-GMP-I	Cyclic di-GMP-I riboswitch	SO:0005836	Cis-reg;	GEMM was predicted in a large-scale screen for bacterial structured RNA regulatory elements. Genes associated with GEMM are involved in a diverse array of functions, including chemotaxis regulation, signal transduction, secretion and chitin.	155	2916	NULL	87
RF01052	Arthropod_7SK	Arthropod 7SK RNA	SO:0000274	Gene;	NULL	19	58	CL00013	445
RF01053	Deinococcus_Y_RNA	Deinococcus radiodurans Y RNA	SO:0000405	Gene;	NULL	2	1	NULL	126
RF01054	preQ1-II	preQ1-II (pre queuosine) riboswitch	SO:0005836	Cis-reg; riboswitch;	NULL	14	46	NULL	99
RF01055	MOCO_RNA_motif	Moco (molybdenum cofactor) riboswitch	SO:0005836	Cis-reg; riboswitch;	NULL	160	751	NULL	135
RF01056	Mg_sensor	Magnesium Sensor	SO:0005836	Cis-reg; riboswitch;	The Magnesium sensor RNA element is a cis-regulatory element that regulates the expression of the magnesium transporter protein MgtA. It is located in the 5' UTR of this gene. The element adopts different structures depending on the presence or absence of Mg2+, this has the affect of regulating whether transcription reads through the mgtA coding region or stops within the 5' UTR.	4	60	NULL	115
RF01057	SAH_riboswitch	S-adenosyl-L-homocysteine riboswitch	SO:0005836	Cis-reg; riboswitch;	NULL	52	528	NULL	78
RF01059	mir-598	microRNA mir-598	SO:0001244	Gene; miRNA;	NULL	24	1549	NULL	97
RF01061	mir-548	microRNA mir-548	SO:0001244	Gene; miRNA;	NULL	11	1069	NULL	84
RF01064	mir-253	microRNA mir-253	SO:0001244	Gene; miRNA;	NULL	4	5	NULL	100
RF01065	23S-methyl	23S methyl RNA motif	SO:0005836	Cis-reg;	NULL	19	164	NULL	102
RF01066	6C	6C RNA	SO:0005836	Cis-reg;	NULL	18	247	NULL	75
RF01067	ATPC	ATPC RNA motif	SO:0001263	Gene;	NULL	90	12	NULL	92
